homoloGroup	taxID	geneID	geneSymbol
282	9606	4957	ODF2
287	9606	9898	UBAP2L
292	9606	3188	HNRNPH2
293	9606	3187	HNRNPH1
297	9606	2969	GTF2I
298	9606	55193	PBRM1
305	9606	8028	MLLT10
306	9606	4703	NEB
308	9606	57447	NDRG2
312	9606	3895	KTN1
313	9606	125962	OR7G1
314	9606	6660	SOX5
318	9606	9289	ADGRG1
319	9606	55578	SUPT20H
324	9606	5802	PTPRS
326	9606	54039	PCBP3
332	9606	23040	MYT1L
333	9606	8335	H2AC4
333	9606	3012	H2AC8
334	9606	8330	H2AC15
335	9606	8337	H2AC18
336	9606	3013	H2AC7
337	9606	8331	H2AC14
338	9606	317772	H2AC21
339	9606	55766	H2AJ
340	9606	8338	H2AC20
341	9606	92815	H2AW
342	9606	9584	RBM39
348	9606	8502	PKP4
350	9606	8945	BTRC
351	9606	23291	FBXW11
358	9606	8945	BTRC
359	9606	8291	DYSF
360	9606	64067	NPAS3
361	9606	64067	NPAS3
364	9606	56122	PCDHB14
365	9606	56124	PCDHB12
365	9606	56125	PCDHB11
366	9606	56133	PCDHB2
367	9606	56129	PCDHB7
368	9606	56127	PCDHB9
368	9606	56126	PCDHB10
369	9606	56132	PCDHB3
370	9606	57717	PCDHB16
371	9606	56121	PCDHB15
372	9606	26167	PCDHB5
373	9606	56131	PCDHB4
374	9606	10250	SRRM1
376	9606	1540	CYLD
378	9606	23613	ZMYND8
379	9606	4301	AFDN
380	9606	10402	ST3GAL6
382	9606	667	DST
384	9606	9814	SFI1
385	9606	9659	PDE4DIP
386	9606	406	ARNTL
390	9606	1837	DTNA
394	9606	5339	PLEC
395	9606	8496	PPFIBP1
396	9606	6249	CLIP1
397	9606	9369	NRXN3
400	9606	2104	ESRRG
406	9606	9378	NRXN1
414	9606	10075	HUWE1
416	9606	23187	PHLDB1
417	9606	23547	LILRA4
417	9606	10288	LILRB2
417	9606	11027	LILRA2
417	9606	11024	LILRA1
417	9606	11026	LILRA3
417	9606	10859	LILRB1
417	9606	10990	LILRB5
417	9606	79168	LILRA6
417	9606	11025	LILRB3
417	9606	107987425	LOC107987425
417	9606	102725035	LOC102725035
417	9606	112268337	LOC112268337
417	9606	112268340	LOC112268340
417	9606	112268334	LOC112268334
417	9606	107987441	LOC107987441
417	9606	112268336	LOC112268336
417	9606	107987462	LOC107987462
418	9606	9223	MAGI1
419	9606	54815	GATAD2A
420	9606	253738	EBF3
423	9606	1879	EBF1
424	9606	81608	FIP1L1
436	9606	9705	ST18
437	9606	93643	TJAP1
438	9606	80031	SEMA6D
439	9606	80205	CHD9
442	9606	25890	ABI3BP
443	9606	105374013	LOC105374013
443	9606	107986113	LOC107986113
444	9606	4154	MBNL1
445	9606	9699	RIMS2
446	9606	10497	UNC13B
448	9606	23025	UNC13A
449	9606	114883	OSBPL9
453	9606	114883	OSBPL9
457	9606	54828	BCAS3
463	9606	1838	DTNB
468	9606	159195	USP54
469	9606	23262	PPIP5K2
472	9606	11276	SYNRG
474	9606	274	BIN1
479	9606	4140	MARK3
481	9606	112267992	LOC112267992
482	9606	4781	NFIB
487	9606	5168	ENPP2
489	9606	26037	SIPA1L1
490	9606	56138	PCDHA11
491	9606	56136	PCDHA13
492	9606	56142	PCDHA6
492	9606	56140	PCDHA8
493	9606	56137	PCDHA12
493	9606	56139	PCDHA10
494	9606	56144	PCDHA4
495	9606	9752	PCDHA9
495	9606	56141	PCDHA7
496	9606	56145	PCDHA3
497	9606	56147	PCDHA1
498	9606	56143	PCDHA5
499	9606	23426	GRIP1
501	9606	26137	ZBTB20
503	9606	419	ART3
504	9606	60680	CELF5
508	9606	57476	GRAMD1B
509	9606	84146	ZNF644
510	9606	118	ADD1
514	9606	113457	TUBA3D
515	9606	84790	TUBA1C
516	9606	7846	TUBA1A
517	9606	84790	TUBA1C
518	9606	79861	TUBAL3
519	9606	51807	TUBA8
521	9606	7277	TUBA4A
522	9606	91452	ACBD5
523	9606	25906	ANAPC15
524	9606	11273	ATXN2L
526	9606	403253	OR4A47
527	9606	81318	OR4A5
527	9606	81327	OR4A16
528	9606	81328	OR4A15
529	9606	23348	DOCK9
530	9606	80254	CEP63
532	9606	89797	NAV2
534	9606	6546	SLC8A1
535	9606	55277	FGGY
536	9606	9229	DLGAP1
541	9606	6197	RPS6KA3
542	9606	6195	RPS6KA1
546	9606	6196	RPS6KA2
547	9606	324	APC
548	9606	56108	PCDHGA7
549	9606	56114	PCDHGA1
550	9606	56110	PCDHGA5
551	9606	56112	PCDHGA3
552	9606	56113	PCDHGA2
553	9606	56111	PCDHGA4
554	9606	26025	PCDHGA12
555	9606	56105	PCDHGA11
556	9606	56106	PCDHGA10
557	9606	56107	PCDHGA9
558	9606	9708	PCDHGA8
559	9606	4619	MYH1
560	9606	4622	MYH4
561	9606	4620	MYH2
562	9606	4626	MYH8
563	9606	4624	MYH6
564	9606	4625	MYH7
565	9606	22989	MYH15
566	9606	1500	CTNND1
571	9606	22874	PLEKHA6
572	9606	5063	PAK3
577	9606	27086	FOXP1
579	9606	1639	DCTN1
580	9606	56987	BBX
581	9606	7267	TTC3
582	9606	51586	MED15
583	9606	56243	KIAA1217
584	9606	4784	NFIX
587	9606	8824	CES2
588	9606	159090	PABIR2
589	9606	26095	PTPN20
590	9606	219865	OR8G5
592	9606	23139	MAST2
594	9606	50488	MINK1
597	9606	3020	H3-3A
598	9606	8358	H3C2
598	9606	8351	H3C4
599	9606	333932	H3C15
600	9606	440093	H3-5
601	9606	70	ACTC1
602	9606	71	ACTG1
603	9606	60	ACTB
604	9606	345651	ACTBL2
605	9606	72	ACTG2
606	9606	59	ACTA2
607	9606	58	ACTA1
608	9606	4676	NAP1L4
609	9606	3631	INPP4A
614	9606	55553	SOX6
616	9606	23048	FNBP1
618	9606	1390	CREM
620	9606	3801	KIFC3
623	9606	138046	RALYL
625	9606	22871	NLGN1
629	9606	9053	MAP7
630	9606	9612	NCOR2
631	9606	399687	MYO18A
632	9606	60677	CELF6
635	9606	10188	TNK2
636	9606	56965	PARP6
640	9606	10500	SEMA6C
641	9606	7145	TNS1
642	9606	831	CAST
643	9606	2803	GOLGA4
644	9606	10149	ADGRG2
645	9606	93550	ZFAND4
646	9606	5532	PPP3CB
650	9606	5530	PPP3CA
651	9606	23136	EPB41L3
652	9606	8284	KDM5D
653	9606	8242	KDM5C
655	9606	54469	ZFAND6
656	9606	27067	STAU2
659	9606	10869	USP19
660	9606	57282	SLC4A10
664	9606	57451	TENM2
668	9606	1305	COL13A1
669	9606	3831	KLC1
671	9606	1785	DNM2
672	9606	7082	TJP1
674	9606	57096	RPGRIP1
677	9606	64753	CCDC136
678	9606	4604	MYBPC1
679	9606	5830	PEX5
681	9606	85461	TANC1
682	9606	8777	MPDZ
683	9606	79618	HMBOX1
688	9606	10243	GPHN
697	9606	6764	DENND2B
701	9606	10320	IKZF1
702	9606	55638	SYBU
703	9606	8500	PPFIA1
704	9606	57578	UNC79
707	9606	776	CACNA1D
708	9606	65217	PCDH15
711	9606	201266	SLC39A11
712	9606	253461	ZBTB38
713	9606	9745	ZNF536
714	9606	57708	MIER1
719	9606	26164	MTG2
720	9606	6934	TCF7L2
722	9606	3183	HNRNPC
724	9606	9877	ZC3H11A
725	9606	65268	WNK2
726	9606	26059	ERC2
729	9606	253725	WASHC2C
729	9606	387680	WASHC2A
730	9606	51306	FAM13B
731	9606	79858	NEK11
732	9606	909	CD1A
733	9606	51535	PPHLN1
736	9606	1998	ELF2
741	9606	3190	HNRNPK
748	9606	54778	RNF111
749	9606	79848	CSPP1
750	9606	4926	NUMA1
751	9606	256714	MAP7D2
752	9606	162	AP1B1
754	9606	163	AP2B1
756	9606	54843	SYTL2
757	9606	3842	TNPO1
758	9606	30000	TNPO2
760	9606	23215	PRRC2C
761	9606	2146	EZH2
767	9606	23499	MACF1
768	9606	142678	MIB2
769	9606	79800	CARF
770	9606	220929	ZNF438
771	9606	80011	PSME3IP1
772	9606	390999	PRAMEF12
773	9606	23077	MYCBP2
775	9606	79813	EHMT1
776	9606	9847	C2CD5
779	9606	23327	NEDD4L
781	9606	56899	ANKS1B
783	9606	9698	PUM1
784	9606	93099	DMKN
785	9606	51631	LUC7L2
788	9606	10771	ZMYND11
793	9606	3105	HLA-A
793	9606	3106	HLA-B
793	9606	3135	HLA-G
794	9606	7088	TLE1
795	9606	7592	ZNF41
796	9606	347344	ZNF81
797	9606	7728	ZNF175
798	9606	23149	FCHO1
799	9606	285331	CCDC66
800	9606	22838	RNF44
801	9606	23131	GPATCH8
802	9606	5520	PPP2R2A
804	9606	5521	PPP2R2B
806	9606	5522	PPP2R2C
809	9606	55844	PPP2R2D
811	9606	114880	OSBPL6
817	9606	23762	OSBP2
818	9606	5332	PLCB4
820	9606	56947	MFF
825	9606	6935	ZEB1
826	9606	9826	ARHGEF11
827	9606	9043	SPAG9
830	9606	5527	PPP2R5C
833	9606	11011	TLK2
835	9606	23175	LPIN1
836	9606	55714	TENM3
838	9606	2782	GNB1
839	9606	2783	GNB2
840	9606	59345	GNB4
841	9606	65009	NDRG4
847	9606	93664	CADPS2
849	9606	90102	PHLDB2
850	9606	23301	EHBP1
851	9606	55591	VEZT
853	9606	4820	NKTR
854	9606	23031	MAST3
855	9606	9497	SLC4A7
857	9606	388646	GBP7
857	9606	115361	GBP4
858	9606	163351	GBP6
859	9606	8498	RANBP3
860	9606	2039	DMTN
861	9606	6938	TCF12
865	9606	8573	CASK
868	9606	6621	SNAPC4
869	9606	5143	PDE4C
870	9606	5144	PDE4D
874	9606	6092	ROBO2
880	9606	55205	ZNF532
882	9606	114991	ZNF618
883	9606	7692	ZNF133
884	9606	6672	SP100
885	9606	153090	DAB2IP
886	9606	317662	FAM149B1
888	9606	4205	MEF2A
890	9606	55780	ERMARD
891	9606	9815	GIT2
893	9606	23093	TTLL5
894	9606	10076	PTPRU
896	9606	4051	CYP4F3
896	9606	8529	CYP4F2
896	9606	11283	CYP4F8
897	9606	4051	CYP4F3
898	9606	5094	PCBP2
900	9606	57489	ODF2L
901	9606	8622	PDE8B
904	9606	323	APBB2
905	9606	783	CACNB2
915	9606	55634	KRBOX4
916	9606	26011	TENM4
918	9606	87	ACTN1
921	9606	88	ACTN2
922	9606	89	ACTN3
923	9606	81	ACTN4
924	9606	23345	SYNE1
925	9606	2186	BPTF
928	9606	79712	GTDC1
929	9606	4857	NOVA1
933	9606	3708	ITPR1
934	9606	3709	ITPR2
935	9606	26339	OR5K1
936	9606	403278	OR5K4
937	9606	403277	OR5K3
938	9606	1742	DLG4
946	9606	55160	ARHGEF10L
947	9606	65250	CPLANE1
948	9606	5636	PRPSAP2
952	9606	140885	SIRPA
952	9606	10326	SIRPB1
952	9606	55423	SIRPG
953	9606	5066	PAM
954	9606	6733	SRPK2
955	9606	3084	NRG1
957	9606	6484	ST3GAL4
958	9606	114827	FHAD1
959	9606	54477	PLEKHA5
960	9606	166379	BBS12
961	9606	8867	SYNJ1
962	9606	10006	ABI1
972	9606	9079	LDB2
973	9606	58508	KMT2C
974	9606	51755	CDK12
975	9606	948	CD36
976	9606	9604	RNF14
978	9606	8241	RBM10
982	9606	23382	AHCYL2
985	9606	10768	AHCYL1
988	9606	6000	RGS7
995	9606	113878	DTX2
996	9606	23321	TRIM2
997	9606	2335	FN1
1005	9606	8776	MTMR1
1007	9606	26130	GAPVD1
1011	9606	22906	TRAK1
1015	9606	57448	BIRC6
1016	9606	1562	CYP2C18
1017	9606	1562	CYP2C18
1018	9606	124401	ANKS3
1019	9606	375775	PNPLA7
1020	9606	25900	IFFO1
1021	9606	6822	SULT2A1
1022	9606	6780	STAU1
1024	9606	55311	ZNF444
1025	9606	9788	MTSS1
1028	9606	9627	SNCAIP
1030	9606	10507	SEMA4D
1031	9606	22872	SEC31A
1032	9606	54899	PXK
1034	9606	10150	MBNL2
1035	9606	51447	IP6K2
1037	9606	112268437	LOC112268437
1038	9606	3609	ILF3
1041	9606	8359	H4C1
1042	9606	22907	DHX30
1045	9606	84335	AKT1S1
1046	9606	8837	CFLAR
1047	9606	10499	NCOA2
1049	9606	23514	SPIDR
1050	9606	81691	REXO5
1051	9606	171017	ZNF384
1053	9606	11113	CIT
1055	9606	2868	GRK4
1057	9606	3785	KCNQ2
1058	9606	81309	OR4C15
1059	9606	256643	BCLAF3
1060	9606	83660	TLN2
1061	9606	7094	TLN1
1062	9606	4684	NCAM1
1063	9606	151126	ZNF385B
1068	9606	6929	TCF3
1069	9606	9063	PIAS2
1070	9606	9063	PIAS2
1073	9606	9181	ARHGEF2
1074	9606	84251	SGIP1
1075	9606	55958	KLHL9
1076	9606	90293	KLHL13
1079	9606	1981	EIF4G1
1080	9606	144100	PLEKHA7
1081	9606	8880	FUBP1
1084	9606	79811	SLTM
1086	9606	7553	ZNF7
1087	9606	56946	EMSY
1092	9606	203068	TUBB
1093	9606	7280	TUBB2A
1093	9606	10382	TUBB4A
1093	9606	203068	TUBB
1094	9606	10382	TUBB4A
1095	9606	7280	TUBB2A
1096	9606	347733	TUBB2B
1097	9606	10381	TUBB3
1098	9606	84617	TUBB6
1099	9606	9772	TMEM94
1100	9606	445329	SULT1A4
1100	9606	6818	SULT1A3
1100	9606	6799	SULT1A2
1100	9606	6817	SULT1A1
1101	9606	54093	SETD4
1102	9606	7678	ZNF124
1103	9606	9887	SMG7
1107	9606	127066	OR14C36
1108	9606	81399	OR4F16
1108	9606	729759	OR4F29
1108	9606	26683	OR4F3
1108	9606	441308	OR4F21
1109	9606	8821	INPP4B
1110	9606	7337	UBE3A
1111	9606	10735	STAG2
1113	9606	7068	THRB
1114	9606	10908	PNPLA6
1115	9606	23369	PUM2
1117	9606	8525	DGKZ
1122	9606	2934	GSN
1123	9606	221037	JMJD1C
1124	9606	5080	PAX6
1126	9606	219473	OR8K3
1127	9606	433	ASGR2
1128	9606	1108	CHD4
1129	9606	256329	LMNTD2
1130	9606	2122	MECOM
1132	9606	55660	PRPF40A
1136	9606	1756	DMD
1137	9606	1456	CSNK1G3
1144	9606	9681	DEPDC5
1145	9606	8476	CDC42BPA
1148	9606	23229	ARHGEF9
1151	9606	774	CACNA1B
1152	9606	2176	FANCC
1153	9606	23543	RBFOX2
1156	9606	23491	CES3
1157	9606	23126	POGZ
1158	9606	23126	POGZ
1159	9606	6709	SPTAN1
1160	9606	444	ASPH
1161	9606	55790	CSGALNACT1
1162	9606	9628	RGS6
1168	9606	23242	COBL
1169	9606	54531	MIER2
1170	9606	65975	STK33
1171	9606	753	LDLRAD4
1173	9606	55146	ZDHHC4
1174	9606	10443	N4BP2L2
1175	9606	10443	N4BP2L2
1176	9606	51409	HEMK1
1177	9606	6867	TACC1
1178	9606	26750	RPS6KC1
1179	9606	23189	KANK1
1180	9606	25766	PRPF40B
1181	9606	54840	APTX
1182	9606	2011	MARK2
1186	9606	152503	SH3D19
1187	9606	4595	MUTYH
1188	9606	10413	YAP1
1189	9606	10413	YAP1
1190	9606	10152	ABI2
1191	9606	10318	TNIP1
1192	9606	11069	RAPGEF4
1202	9606	9448	MAP4K4
1205	9606	421	ARVCF
1206	9606	285172	FAM126B
1208	9606	23518	R3HDM1
1210	9606	1607	DGKB
1212	9606	55607	PPP1R9A
1214	9606	84164	ASCC2
1215	9606	6311	ATXN2
1217	9606	10235	RASGRP2
1220	9606	5137	PDE1C
1222	9606	84166	NLRC5
1223	9606	117195	MRGPRX3
1223	9606	117196	MRGPRX4
1223	9606	259249	MRGPRX1
1223	9606	117194	MRGPRX2
1224	9606	2778	GNAS
1231	9606	9515	STXBP5L
1233	9606	111240474	CRYZL2P-SEC16B
1233	9606	89866	SEC16B
1234	9606	5567	PRKACB
1235	9606	5566	PRKACA
1237	9606	5567	PRKACB
1238	9606	1760	DMPK
1239	9606	7297	TYK2
1240	9606	84570	COL25A1
1241	9606	9734	HDAC9
1250	9606	4168	MCF2
1251	9606	55174	INTS10
1253	9606	50863	NTM
1255	9606	55184	DZANK1
1256	9606	23635	SSBP2
1257	9606	54799	MBTD1
1259	9606	5108	PCM1
1261	9606	9849	ZNF518A
1262	9606	54971	BANP
1263	9606	405	ARNT
1264	9606	4848	CNOT2
1267	9606	57498	KIDINS220
1268	9606	55605	KIF21A
1269	9606	9267	CYTH1
1270	9606	9266	CYTH2
1272	9606	9265	CYTH3
1273	9606	11190	CEP250
1275	9606	55288	RHOT1
1277	9606	55288	RHOT1
1281	9606	1102	RCBTB2
1282	9606	116966	WDR17
1283	9606	6597	SMARCA4
1285	9606	1741	DLG3
1287	9606	7029	TFDP2
1291	9606	54849	DEF8
1292	9606	2553	GABPB1
1294	9606	10236	HNRNPR
1297	9606	7862	BRPF1
1299	9606	996	CDC27
1302	9606	63891	RNF123
1303	9606	1488	CTBP2
1304	9606	1488	CTBP2
1305	9606	7323	UBE2D3
1306	9606	51619	UBE2D4
1306	9606	7321	UBE2D1
1307	9606	7322	UBE2D2
1308	9606	10806	SDCCAG8
1309	9606	8193	DPF1
1315	9606	81887	LAS1L
1316	9606	90075	ZNF30
1317	9606	94120	SYTL3
1318	9606	23085	ERC1
1319	9606	84162	KIAA1109
1324	9606	55753	OGDHL
1325	9606	4967	OGDH
1326	9606	7090	TLE3
1327	9606	3554	IL1R1
1328	9606	8650	NUMB
1329	9606	89894	TMEM116
1330	9606	84286	TMEM175
1331	9606	120	ADD3
1333	9606	55691	FRMD4A
1335	9606	285753	CEP57L1
1336	9606	2180	ACSL1
1337	9606	64766	S100PBP
1338	9606	2583	B4GALNT1
1340	9606	3097	HIVEP2
1341	9606	54715	RBFOX1
1344	9606	89781	HPS4
1345	9606	5629	PROX1
1346	9606	6774	STAT3
1351	9606	79718	TBL1XR1
1352	9606	79718	TBL1XR1
1353	9606	6907	TBL1X
1353	9606	90665	TBL1Y
1354	9606	11159	RABL2A
1354	9606	11158	RABL2B
1355	9606	23583	SMUG1
1357	9606	285527	FRYL
1358	9606	2804	GOLGB1
1359	9606	11176	BAZ2A
1360	9606	55713	ZNF334
1361	9606	9759	HDAC4
1362	9606	125958	OR7D4
1363	9606	10059	DNM1L
1365	9606	51105	PHF20L1
1366	9606	84812	PLCD4
1367	9606	4800	NFYA
1368	9606	4800	NFYA
1369	9606	220965	FAM13C
1370	9606	6525	SMTN
1371	9606	64506	CPEB1
1373	9606	51006	SLC35C2
1375	9606	23152	CIC
1377	9606	5796	PTPRK
1383	9606	57209	ZNF248
1384	9606	5607	MAP2K5
1388	9606	54535	CCHCR1
1389	9606	5178	PEG3
1390	9606	5272	SERPINB9
1391	9606	57579	FAM135A
1392	9606	55833	UBAP2
1393	9606	120406	NXPE2
1394	9606	120400	NXPE1
1395	9606	54827	NXPE4
1396	9606	32	ACACB
1397	9606	31	ACACA
1399	9606	9617	MTRF1
1400	9606	57693	ZNF317
1401	9606	65981	CAPRIN2
1403	9606	113251	LARP4
1404	9606	23305	ACSL6
1406	9606	57584	ARHGAP21
1407	9606	26580	BSCL2
1408	9606	11252	PACSIN2
1410	9606	8495	PPFIBP2
1411	9606	10010	TANK
1412	9606	64779	MTHFSD
1413	9606	535	ATP6V0A1
1417	9606	2138	EYA1
1420	9606	3382	ICA1
1421	9606	23176	SEPTIN8
1423	9606	55068	ENOX1
1424	9606	10495	ENOX2
1425	9606	8569	MKNK1
1427	9606	57149	LYRM1
1428	9606	321	APBA2
1429	9606	7165	TPD52L2
1430	9606	9693	RAPGEF2
1431	9606	3297	HSF1
1433	9606	984	CDK11B
1434	9606	728642	CDK11A
1435	9606	57604	TRMT9B
1436	9606	8706	B3GALNT1
1437	9606	26960	NBEA
1438	9606	375449	MAST4
1439	9606	85459	CEP295
1440	9606	5452	POU2F2
1443	9606	51750	RTEL1
1444	9606	23253	ANKRD12
1445	9606	9639	ARHGEF10
1446	9606	2940	GSTA3
1447	9606	2939	GSTA2
1447	9606	2938	GSTA1
1448	9606	489	ATP2A3
1449	9606	488	ATP2A2
1451	9606	487	ATP2A1
1453	9606	286	ANK1
1454	9606	10801	SEPTIN9
1456	9606	50809	HP1BP3
1457	9606	7139	TNNT2
1458	9606	117154	DACH2
1459	9606	4117	MAK
1460	9606	7378	UPP1
1461	9606	5091	PC
1462	9606	57224	NHSL1
1463	9606	5893	RAD52
1464	9606	23125	CAMTA2
1465	9606	9924	PAN2
1466	9606	29924	EPN1
1467	9606	81614	NIPA2
1468	9606	140545	RNF32
1469	9606	7091	TLE4
1478	9606	5110	PCMT1
1479	9606	2263	FGFR2
1482	9606	6536	SLC6A9
1484	9606	56928	SPPL2B
1486	9606	29095	ORMDL2
1487	9606	94103	ORMDL3
1488	9606	94101	ORMDL1
1489	9606	22873	DZIP1
1490	9606	23524	SRRM2
1491	9606	285175	UNC80
1492	9606	54963	UCKL1
1493	9606	11064	CNTRL
1494	9606	64324	NSD1
1495	9606	9988	DMTF1
1497	9606	64844	MARCHF7
1498	9606	57614	RELCH
1500	9606	442361	OR2A2
1501	9606	401427	OR2A7
1501	9606	107987545	LOC107987545
1501	9606	79541	OR2A4
1502	9606	392138	OR2A25
1503	9606	440073	IQSEC3
1504	9606	152006	RNF38
1510	9606	627	BDNF
1511	9606	752	FMNL1
1512	9606	57661	PHRF1
1513	9606	221395	ADGRF5
1514	9606	344148	NCKAP5
1515	9606	4245	MGAT1
1516	9606	8874	ARHGEF7
1518	9606	58513	EPS15L1
1519	9606	4212	MEIS2
1520	9606	8671	SLC4A4
1522	9606	26093	CCDC9
1523	9606	8884	SLC5A6
1524	9606	90806	ANGEL2
1526	9606	2030	SLC29A1
1527	9606	23522	KAT6B
1530	9606	51321	AMZ2
1531	9606	7089	TLE2
1532	9606	5573	PRKAR1A
1533	9606	5575	PRKAR1B
1534	9606	23294	ANKS1A
1535	9606	23761	PISD
1536	9606	64375	IKZF4
1537	9606	54537	SHLD2
1538	9606	23318	TUT4
1539	9606	4916	NTRK3
1542	9606	80321	CEP70
1543	9606	7366	UGT2B15
1543	9606	7367	UGT2B17
1543	9606	7363	UGT2B4
1544	9606	84818	IL17RC
1545	9606	55733	HHAT
1547	9606	9919	SEC16A
1549	9606	26030	PLEKHG3
1550	9606	1789	DNMT3B
1551	9606	221692	PHACTR1
1553	9606	53616	ADAM22
1554	9606	134083	OR2Y1
1555	9606	9447	AIM2
1556	9606	65982	ZSCAN18
1557	9606	386681	KRTAP10-8
1557	9606	386679	KRTAP10-2
1557	9606	386680	KRTAP10-5
1557	9606	386677	KRTAP10-1
1557	9606	386678	KRTAP10-11
1557	9606	386676	KRTAP10-9
1557	9606	386672	KRTAP10-4
1557	9606	386675	KRTAP10-7
1557	9606	386674	KRTAP10-6
1557	9606	386685	KRTAP10-12
1557	9606	353333	KRTAP10-10
1557	9606	386682	KRTAP10-3
1558	9606	643836	ZFP62
1559	9606	57536	KIAA1328
1560	9606	10667	FARS2
1561	9606	84859	LRCH3
1562	9606	4670	HNRNPM
1568	9606	207	AKT1
1569	9606	208	AKT2
1570	9606	151050	KANSL1L
1571	9606	4925	NUCB2
1572	9606	55700	MAP7D1
1573	9606	2115	ETV1
1578	9606	124565	SLC38A10
1579	9606	23660	ZKSCAN5
1581	9606	79979	TRMT2B
1582	9606	2902	GRIN1
1590	9606	51564	HDAC7
1591	9606	2350	FOLR2
1592	9606	2348	FOLR1
1593	9606	79894	ZNF672
1594	9606	55763	EXOC1
1596	9606	1902	LPAR1
1597	9606	26523	AGO1
1598	9606	192669	AGO3
1599	9606	27161	AGO2
1601	9606	192670	AGO4
1602	9606	4052	LTBP1
1603	9606	9684	LRRC14
1604	9606	5792	PTPRF
1605	9606	22807	IKZF2
1607	9606	55827	DCAF6
1609	9606	54827	NXPE4
1610	9606	23033	DOP1A
1611	9606	22859	ADGRL1
1612	9606	2323	FLT3LG
1613	9606	55752	SEPTIN11
1614	9606	55752	SEPTIN11
1615	9606	3772	KCNJ15
1616	9606	116985	ARAP1
1617	9606	9665	MARF1
1619	9606	7739	ZNF185
1620	9606	7555	CNBP
1621	9606	7555	CNBP
1625	9606	1496	CTNNA2
1626	9606	1495	CTNNA1
1628	9606	547	KIF1A
1629	9606	5099	PCDH7
1630	9606	55074	OXR1
1631	9606	10260	DENND4A
1633	9606	6304	SATB1
1635	9606	5269	SERPINB6
1636	9606	57828	CATSPERG
1637	9606	132864	CPEB2
1638	9606	22849	CPEB3
1638	9606	80315	CPEB4
1639	9606	54806	AHI1
1640	9606	64236	PDLIM2
1641	9606	3914	LAMB3
1642	9606	85440	DOCK7
1644	9606	27315	PGAP2
1645	9606	2712	GK2
1646	9606	2710	GK
1647	9606	2710	GK
1650	9606	7403	KDM6A
1661	9606	114785	MBD6
1662	9606	10587	TXNRD2
1663	9606	29926	GMPPA
