homoloGroup	taxID	geneID	geneSymbol
1032	9606	107987425	LOC107987425
1032	9606	11025	LILRB3
1032	9606	112268337	LOC112268337
1032	9606	107987441	LOC107987441
1032	9606	112268340	LOC112268340
1032	9606	112268336	LOC112268336
1032	9606	112268334	LOC112268334
1032	9606	107987462	LOC107987462
1032	9606	10990	LILRB5
1033	9606	79168	LILRA6
1034	9606	90338	ZNF160
1034	9606	84671	ZNF347
1034	9606	79788	ZNF665
1035	9606	114827	FHAD1
1036	9606	7216	TRO
1037	9606	9887	SMG7
1039	9606	9447	AIM2
1040	9606	7443	VRK1
1041	9606	9639	ARHGEF10
1042	9606	10667	FARS2
1043	9606	221395	ADGRF5
1044	9606	57498	KIDINS220
1045	9606	152503	SH3D19
1046	9606	4245	MGAT1
1047	9606	547	KIF1A
1048	9606	89849	ATG16L2
1049	9606	11190	CEP250
1050	9606	2146	EZH2
1054	9606	9843	HEPH
1055	9606	57596	BEGAIN
1056	9606	83989	FAM172A
1058	9606	79979	TRMT2B
1060	9606	2030	SLC29A1
1061	9606	55844	PPP2R2D
1062	9606	5521	PPP2R2B
1063	9606	5520	PPP2R2A
1064	9606	55844	PPP2R2D
1067	9606	54856	GON4L
1068	9606	10725	NFAT5
1070	9606	5298	PI4KB
1071	9606	23371	TNS2
1076	9606	54963	UCKL1
1077	9606	84318	CCDC77
1078	9606	54808	DYM
1082	9606	4649	MYO9A
1083	9606	65982	ZSCAN18
1084	9606	643836	ZFP62
1085	9606	3772	KCNJ15
1086	9606	114088	TRIM9
1091	9606	7068	THRB
1092	9606	55074	OXR1
1093	9606	8974	P4HA2
1094	9606	55700	MAP7D1
1095	9606	5893	RAD52
1096	9606	9414	TJP2
1097	9606	10236	HNRNPR
1100	9606	56917	MEIS3
1101	9606	55591	VEZT
1103	9606	63891	RNF123
1104	9606	4052	LTBP1
1105	9606	65258	MPPE1
1106	9606	94103	ORMDL3
1107	9606	29095	ORMDL2
1108	9606	94101	ORMDL1
1109	9606	22878	TRAPPC8
1111	9606	57209	ZNF248
1112	9606	146198	ZFP90
1113	9606	65251	ZNF649
1114	9606	5792	PTPRF
1115	9606	50937	CDON
1116	9606	221481	ARMC12
1117	9606	9772	TMEM94
1118	9606	9849	ZNF518A
1119	9606	55146	ZDHHC4
1121	9606	26960	NBEA
1123	9606	23408	SIRT5
1124	9606	2803	GOLGA4
1125	9606	23491	CES3
1126	9606	2323	FLT3LG
1127	9606	79800	CARF
1128	9606	51265	CDKL3
1129	9606	6764	DENND2B
1131	9606	83637	ZMIZ2
1132	9606	9681	DEPDC5
1133	9606	57602	USP36
1134	9606	491	ATP2B2
1138	9606	387032	ZKSCAN4
1138	9606	80317	ZKSCAN3
1139	9606	4646	MYO6
1140	9606	627	BDNF
1142	9606	3189	HNRNPH3
1146	9606	23072	HECW1
1147	9606	862	RUNX1T1
1149	9606	11201	POLI
1150	9606	4117	MAK
1151	9606	51631	LUC7L2
1153	9606	54806	AHI1
1154	9606	23274	CLEC16A
1155	9606	51222	ZNF219
1156	9606	10533	ATG7
1157	9606	9205	ZMYM5
1158	9606	81614	NIPA2
1159	9606	2580	GAK
1160	9606	161823	ADAL
1161	9606	79089	TMUB2
1162	9606	114785	MBD6
1163	9606	5993	RFX5
1164	9606	29926	GMPPA
1165	9606	1429	CRYZ
1167	9606	5629	PROX1
1168	9606	79670	TUT7
1169	9606	10244	RABEPK
1170	9606	4154	MBNL1
1171	9606	51102	MECR
1172	9606	91966	EOLA1
1172	9606	541578	EOLA2
1173	9606	126626	GABPB2
1174	9606	57693	ZNF317
1175	9606	23023	TMCC1
1176	9606	23023	TMCC1
1177	9606	1438	CSF2RA
1178	9606	79777	ACBD4
1179	9606	201973	PRIMPOL
1180	9606	1663	DDX11
1181	9606	104	ADARB1
1182	9606	9027	NAT8
1183	9606	116985	ARAP1
1184	9606	2801	GOLGA2
1185	9606	6326	SCN2A
1186	9606	4286	MITF
1187	9606	50809	HP1BP3
1188	9606	220965	FAM13C
1189	9606	79004	CUEDC2
1190	9606	347736	NME9
1191	9606	9863	MAGI2
1192	9606	2138	EYA1
1194	9606	57553	MICAL3
1195	9606	27328	PCDH11X
1195	9606	83259	PCDH11Y
1196	9606	4528	MTIF2
1197	9606	4676	NAP1L4
1198	9606	399687	MYO18A
1199	9606	8844	KSR1
1200	9606	51380	CSAD
1201	9606	57646	USP28
1202	9606	27241	BBS9
1203	9606	51057	WDPCP
1204	9606	23524	SRRM2
1205	9606	65009	NDRG4
1209	9606	130576	LYPD6B
1210	9606	777	CACNA1E
1211	9606	8899	PRPF4B
1213	9606	10585	POMT1
1214	9606	23523	CABIN1
1215	9606	23033	DOP1A
1216	9606	9721	GPRIN2
1217	9606	2122	MECOM
1219	9606	11064	CNTRL
1220	9606	3107	HLA-C
1220	9606	3106	HLA-B
1220	9606	3105	HLA-A
1220	9606	3135	HLA-G
1220	9606	3134	HLA-F
1220	9606	3133	HLA-E
1221	9606	65250	CPLANE1
1222	9606	140688	NOL4L
1223	9606	285231	FBXW12
1224	9606	353333	KRTAP10-10
1224	9606	386679	KRTAP10-2
1224	9606	386682	KRTAP10-3
1224	9606	386678	KRTAP10-11
1224	9606	386676	KRTAP10-9
1225	9606	4137	MAPT
1226	9606	57708	MIER1
1229	9606	4756	NEO1
1231	9606	10060	ABCC9
1232	9606	23261	CAMTA1
1234	9606	55809	TRERF1
1236	9606	9651	PLCH2
1238	9606	55573	CDV3
1241	9606	84660	CCDC62
1242	9606	8517	IKBKG
1243	9606	51555	PEX5L
1245	9606	26064	RAI14
1246	9606	5991	RFX3
1247	9606	5991	RFX3
1249	9606	10147	SUGP2
1250	9606	9866	TRIM66
1251	9606	1781	DYNC1I2
1252	9606	1781	DYNC1I2
1254	9606	460	ASTN1
1255	9606	23245	ASTN2
1257	9606	535	ATP6V0A1
1260	9606	4967	OGDH
1261	9606	9924	PAN2
1262	9606	2553	GABPB1
1264	9606	2130	EWSR1
1267	9606	23294	ANKS1A
1268	9606	51657	STYXL1
1269	9606	1902	LPAR1
1270	9606	4750	NEK1
1271	9606	6197	RPS6KA3
1273	9606	10347	ABCA7
1274	9606	79811	SLTM
1275	9606	375790	AGRN
1276	9606	5310	PKD1
1277	9606	92399	MRRF
1279	9606	284001	CCDC57
1280	9606	31	ACACA
1281	9606	26664	OR7C1
1281	9606	26658	OR7C2
1282	9606	114805	GALNT13
1284	9606	89796	NAV1
1286	9606	84818	IL17RC
1287	9606	55422	ZNF331
1288	9606	8476	CDC42BPA
1290	9606	55230	USP40
1291	9606	7343	UBTF
1293	9606	23037	PDZD2
1294	9606	23022	PALLD
1296	9606	3978	LIG1
1297	9606	55288	RHOT1
1301	9606	5269	SERPINB6
1302	9606	7818	DAP3
1303	9606	55764	IFT122
1304	9606	54880	BCOR
1305	9606	132864	CPEB2
1306	9606	2902	GRIN1
1311	9606	84623	KIRREL3
1312	9606	147138	TMC8
1313	9606	323	APBB2
1314	9606	84101	USP44
1315	9606	4077	NBR1
1316	9606	64236	PDLIM2
1319	9606	85440	DOCK7
1321	9606	152485	ZNF827
1322	9606	6921	ELOC
1323	9606	26054	SENP6
1324	9606	55755	CDK5RAP2
1325	9606	64766	S100PBP
1326	9606	57446	NDRG3
1330	9606	55297	CCDC91
1331	9606	116841	SNAP47
1332	9606	883	KYAT1
1333	9606	79661	NEIL1
1334	9606	128989	TANGO2
1335	9606	3141	HLCS
1336	9606	57337	SENP7
1337	9606	9066	SYT7
1341	9606	64324	NSD1
1342	9606	7551	ZNF3
1343	9606	55827	DCAF6
1344	9606	152185	SPICE1
1345	9606	5378	PMS1
1347	9606	3581	IL9R
1348	9606	6621	SNAPC4
1349	9606	317662	FAM149B1
1350	9606	8908	GYG2
1351	9606	92521	SPECC1
1352	9606	55657	ZNF692
1353	9606	9778	KIAA0232
1354	9606	5527	PPP2R5C
1357	9606	9295	SRSF11
1358	9606	23254	KAZN
1359	9606	1742	DLG4
1362	9606	781	CACNA2D1
1365	9606	84629	TNRC18
1366	9606	7486	WRN
1367	9606	117154	DACH2
1368	9606	23654	PLXNB2
1369	9606	2782	GNB1
1373	9606	57611	ISLR2
1374	9606	23265	EXOC7
1377	9606	118491	CFAP70
1378	9606	145282	MIPOL1
1379	9606	118813	ZFYVE27
1381	9606	22901	ARSG
1382	9606	202243	CCDC125
1383	9606	27303	RBMS3
1390	9606	1894	ECT2
1391	9606	9514	GAL3ST1
1392	9606	9043	SPAG9
1394	9606	23019	CNOT1
1395	9606	7444	VRK2
1396	9606	272	AMPD3
1397	9606	50807	ASAP1
1399	9606	9055	PRC1
1400	9606	3631	INPP4A
1403	9606	84894	LINGO1
1405	9606	3297	HSF1
1406	9606	152789	JAKMIP1
1407	9606	4591	TRIM37
1409	9606	7552	ZNF711
1411	9606	1756	DMD
1412	9606	8100	IFT88
1413	9606	80321	CEP70
1414	9606	399909	PCNX3
1415	9606	54496	PRMT7
1416	9606	23243	ANKRD28
1419	9606	55815	TSNAXIP1
1420	9606	55184	DZANK1
1421	9606	9024	BRSK2
1424	9606	81327	OR4A16
1424	9606	81318	OR4A5
1425	9606	81328	OR4A15
1426	9606	55728	N4BP2
1427	9606	9497	SLC4A7
1428	9606	10850	CCL27
1429	9606	752	FMNL1
1430	9606	23247	KATNIP
1431	9606	10198	MPHOSPH9
1432	9606	5465	PPARA
1433	9606	10114	HIPK3
1434	9606	23595	ORC3
1435	9606	158038	LINGO2
1436	9606	9643	MORF4L2
1437	9606	83988	NCALD
1440	9606	23155	CLCC1
1441	9606	84722	PSRC1
1442	9606	23142	DCUN1D4
1443	9606	126119	JOSD2
1445	9606	8470	SORBS2
1446	9606	9379	NRXN2
1448	9606	9970	NR1I3
1449	9606	54980	C2orf42
1450	9606	773	CACNA1A
1451	9606	126129	CPT1C
1459	9606	57415	C3orf14
1460	9606	93986	FOXP2
1462	9606	80705	TSGA10
1463	9606	22849	CPEB3
1464	9606	7158	TP53BP1
1465	9606	83876	MRO
1466	9606	5532	PPP3CB
1471	9606	55683	KANSL3
1472	9606	55182	RNF220
1474	9606	54816	ZNF280D
1475	9606	80895	ILKAP
1476	9606	9776	ATG13
1478	9606	1773	DNASE1
1479	9606	93109	TMEM44
1480	9606	9194	SLC16A7
1481	9606	9684	LRRC14
1482	9606	147923	ZNF420
1484	9606	253959	RALGAPA1
1485	9606	4140	MARK3
1488	9606	84107	ZIC4
1489	9606	546	ATRX
1490	9606	55659	ZNF416
1491	9606	284307	ZIK1
1492	9606	2246	FGF1
1494	9606	5723	PSPH
1495	9606	4628	MYH10
1497	9606	22897	CEP164
1498	9606	10142	AKAP9
1499	9606	150082	LCA5L
1500	9606	9154	SLC28A1
1501	9606	10207	PATJ
1502	9606	4155	MBP
1503	9606	440073	IQSEC3
1504	9606	117195	MRGPRX3
1504	9606	117196	MRGPRX4
1504	9606	259249	MRGPRX1
1504	9606	117194	MRGPRX2
1505	9606	9857	CEP350
1506	9606	80709	AKNA
1507	9606	79895	ATP8B4
1508	9606	23241	PACS2
1509	9606	6579	SLCO1A2
1510	9606	93594	TBC1D31
1511	9606	81847	RNF146
1512	9606	26058	GIGYF2
1513	9606	23410	SIRT3
1514	9606	5937	RBMS1
1515	9606	8630	HSD17B6
1516	9606	64800	EFCAB6
1517	9606	27039	PKD2L2
1519	9606	976	ADGRE5
1520	9606	28959	TMEM176B
1521	9606	29057	FAM156A
1521	9606	727866	FAM156B
1522	9606	115399	LRRC56
1523	9606	2887	GRB10
1525	9606	6573	SLC19A1
1526	9606	55778	ZNF839
1527	9606	55790	CSGALNACT1
1528	9606	57179	KIAA1191
1529	9606	10989	IMMT
1530	9606	57143	ADCK1
1531	9606	10507	SEMA4D
1532	9606	64333	ARHGAP9
